bills_included,description,details_url,first_published_date,floor_plan,furnished_state,latitude,listing_id,longitude,num_bathrooms,num_bedrooms,num_recepts,outcode,property_type,rent_price,shared_occu,student,rented,room_pm
1.0,"To book a viewing please visit our website  or if you have an iPhone device download the 'Bunk' app and arrange a viewing through there.water, gas, electric and free wifi service included.ensuites shower ROOMSFully furnished modern five bedroom student apartment located in the heart of Stokes Croft. The property consists of open plan lounge/kitchen with white goods, five double bedrooms all with ensuite shower room.Available from 1 September 2020 to 30 August 2021Deposit will be 3,000 GBPRent paid quarterly by standing order.**These are generic marketing images and are only examples and do not relate to this specific flat.To book a viewing please visit our website  or if you have an iPhone device download the 'Bunk' app and arrange a viewing through there.",https://www.zoopla.co.uk/to-rent/details/53341087?utm_source=v1:5rrMAiKeXRaB5B66ZOF-pGGnegU4wb2L&utm_medium=api,2019-11-14 17:39:57,0,furnished,51.460262,53341087,-2.5886400000000003,5,5,0,BS2,Flats,3000,0,1,1,600.0
1.0,"To book a viewing please visit our website  or if you have an iPhone device download the 'Bunk' app and arrange a viewing through there.water, gas, electric and free wifi service included.Fully furnished modern five bedroom student apartment located in the heart of Stokes Croft. The property consists of open plan lounge/kitchen with white goods, five double bedrooms and two shower rooms.Available 1 September 2020 to 30 August 2021Deposit will be £2,900Rent paid quarterly by standing order.**These are generic marketing images and are only examples and do not relate to this specific flat.To book a viewing please visit our website  or if you have an iPhone device download the 'Bunk' app and arrange a viewing through there.",https://www.zoopla.co.uk/to-rent/details/53341079?utm_source=v1:5rrMAiKeXRaB5B66ZOF-pGGnegU4wb2L&utm_medium=api,2019-11-14 17:39:20,0,furnished,51.460255,53341079,-2.5886400000000003,2,5,1,BS2,Flats,2900,0,1,0,580.0
1.0,"To book a viewing please visit our website  or if you have an iPhone device download the 'Bunk' app and arrange a viewing through there.water, gas, electric and free wifi service included.Fully furnished modern five bedroom student apartment located in the heart of Stokes Croft. The property consists of open plan lounge/kitchen with white goods, five double bedrooms and two shower rooms.Available from 1 July 2020 to 30 June 2021Deposit will be 2900 GBPRent paid quarterly by standing order.**These are generic marketing images and are only examples and do not relate to this specific flat.To book a viewing please visit our website  or if you have an iPhone device download the 'Bunk' app and arrange a viewing through there.",https://www.zoopla.co.uk/to-rent/details/53341074?utm_source=v1:5rrMAiKeXRaB5B66ZOF-pGGnegU4wb2L&utm_medium=api,2019-11-14 17:39:19,0,furnished,51.460377,53341074,-2.588946,2,5,1,BS2,Flats,2900,0,1,0,580.0
0.0,"An attractive 5 bedroom furnished student house situated in the heart of Kingsdown close to uob and City Centre. The property benefits from gas central heating, lounge and patio garden. There is one bathroom and a separate shower room. Early viewing strongly recommended. EPC rating C. Rent £565pppm/£130pppw. Nb As well as paying the rent, you may also be required to make permitted payments relating to utilities/costs. Full details of Tenant Fees can be downloaded from . Tenancy 17.7.2020 - 15.7.2021. Prop ref 40 Clarence Pl.",https://www.zoopla.co.uk/to-rent/details/53497171?utm_source=v1:5rrMAiKeXRaB5B66ZOF-pGGnegU4wb2L&utm_medium=api,2019-11-27 19:40:23,0,part_furnished,51.461224,53497171,-2.601651,0,5,0,BS2,Missing,2825,0,1,0,565.0
0.0,"***student property***Spacious five double bedroom maisonette in Kingsdown offered furnished with white goods and available from the 8th July 2020.The property is located on St Michaels Hill and benefits from being just a stones' throw from shops, bars, restaurants and pubs as well as being a short walk to Bristol University, Whiteladies Road and Clifton Triangle. There are also regular bus links available to the City centre, Cabot Circus and Temple Meads Train Station.The apartment briefly comprises of five double bedrooms each furnished with double bed, desk, chair, wardrobe and drawers. There is an open plan kitchen/diner with a washing machine, fridge freezer, tumble dryer and dishwasher, leading into large living area. There's also a bathroom with shower over the bath and a separate w/c.What you will like:- Five double bedrooms- Easy access to amenities- Short walk to both Stokes Croft and Whiteladies Road- Regular public transport links- Plenty of bars, restaurants and pubs- Good access to the City Centre and Cabot Circus- Short walk to the University of Bristol- Sought after student location- White goods includedwhat you may not like:- This property is only available to students- Pets are not permitted in the property",https://www.zoopla.co.uk/to-rent/details/50349921?utm_source=v1:5rrMAiKeXRaB5B66ZOF-pGGnegU4wb2L&utm_medium=api,2019-12-17 18:55:44,0,furnished,51.461113,50349921,-2.601938,1,5,1,BS2,Flats,2825,0,1,1,565.0
0.0,"A well presented 4 bedroom student flat located in the heart of Kingsdown close to Bristol University and local amenities. Good sized double bedrooms, bright lounge, fitted kitchen with appliances including a microwave, dishwasher and plumbing for washing machine. There is gas central heating, bin, bike store, large communal gardens and the flat is fully furnished throughout. EPC rating: C. (Rent £625 pppcm / £144 ppw) nb As well as paying the rent, you may also be required to make permitted payments relating to utilities/costs. Full details of Tenant Fees can be downloaded from . Nb these marketing images are generic and are only to be taken as examples of the interiors of the flats as a whole and do not relate to this specific flat.Tenancy date 1.7.2020 - 30.6.2021 (ref:921B)",https://www.zoopla.co.uk/to-rent/details/53219723?utm_source=v1:5rrMAiKeXRaB5B66ZOF-pGGnegU4wb2L&utm_medium=api,2019-11-02 11:51:43,0,part_furnished,51.459293,53219723,-2.600359,0,4,0,BS2,Flats,2500,0,1,0,625.0
1.0,"To book a viewing please visit our website  or if you have an iPhone device download the 'Bunk' app and arrange a viewing through therewater, gas, electric and free wifi service included.Fully furnished modern four bedroom student apartment located in the heart of Stokes Croft. The property consists of open plan lounge/kitchen with white goods, four double bedrooms and shower room.Available from 1st July 2020 to 30th June 2021Deposit will be 2320 GBPRent paid quarterly by standing order.**These are generic marketing images and are only examples and do not relate to this specific flat.To book a viewing please visit our website  or if you have an iPhone device download the 'Bunk' app and arrange a viewing through there.",https://www.zoopla.co.uk/to-rent/details/53341077?utm_source=v1:5rrMAiKeXRaB5B66ZOF-pGGnegU4wb2L&utm_medium=api,2019-11-14 17:39:19,0,furnished,51.460255,53341077,-2.5886400000000003,1,4,1,BS2,Flats,2320,0,1,0,580.0
0.0,"**student property** **Academic Year 2020/2021** Bristol Property Centre are delighted to offer to the market this four bedroom student flat located in Kingsdown the heart of Bristol. The property has four good sized rooms, separate kitchen, bathroom and plenty on storage. The property is minutes away from the bri and Bristol University. Property offered furnished and available from 11th July 2020!For more properties visit ",https://www.zoopla.co.uk/to-rent/details/45872814?utm_source=v1:5rrMAiKeXRaB5B66ZOF-pGGnegU4wb2L&utm_medium=api,2019-11-01 13:39:24,0,furnished,51.46172,45872814,-2.601255,1,4,1,BS2,Flats,2200,0,1,0,550.0
0.0,"A four double bedroom student house situated in a fantastic location only a very short walk to Bristol University main campus. Living room, kitchen (with fridge, freezer and double oven), washing machine, bathroom with bath and shower, washing machine and dryer, gas central heating, small garden at the rear. EPC Rating: D. Tenancy: 9th July 2020 to 30th June 2021. Rent - £525pppcm/£121pppw. (Ref: 171HGHKING).",https://www.zoopla.co.uk/to-rent/details/53462288?utm_source=v1:5rrMAiKeXRaB5B66ZOF-pGGnegU4wb2L&utm_medium=api,2019-11-26 09:24:39,0,furnished,51.461178000000004,53462288,-2.5998799999999997,0,4,0,BS2,Flats,2100,0,1,0,525.0
0.0,"A four double bedroom furnished student house with a downstiars toilet room, kitchen with cooker and washing machine, bathroom with shower, lounge, gas central heating and a garden. Located close to Bristol University and near all the amenities of Cotham Hill. EPC Rating:74 (C) Rent: £499pppm/£115pppw. Nb As well as paying the rent, you may also be required to make permitted payments relating to utilities/costsTenancy dates: 06.07.2020-30.06.2021.  Property Ref: 89HK",https://www.zoopla.co.uk/to-rent/details/53487069?utm_source=v1:5rrMAiKeXRaB5B66ZOF-pGGnegU4wb2L&utm_medium=api,2019-11-27 13:56:18,0,part_furnished,51.462006,53487069,-2.5996029999999997,0,4,0,BS2,Missing,1996,0,1,0,499.0
0.0,"A 4 bedroom (three double, one single) student house with lounge/diner, kitchen and bathroom (with bath) and a separate shower. The house is basically furnished and there is a garden. (Prop Ref:21MONTG) Rent per person: £495pppcm/£114pppw. EPC rating (D). Tenancy length - 12 months from 1st July 2020.",https://www.zoopla.co.uk/to-rent/details/53736323?utm_source=v1:5rrMAiKeXRaB5B66ZOF-pGGnegU4wb2L&utm_medium=api,2019-12-17 11:17:53,0,furnished,51.461315,53736323,-2.5952900000000003,0,4,0,BS2,Missing,1980,0,1,0,495.0
0.0,"A well presented 3 bedroom student flat located in the heart of Kingsdown close to Bristol University and local amenities. Good sized double bedrooms, bright lounge, fitted kitchen with appliances including a microwave, dishwasher and plumbing for washing machine. There is gas central heating, bin, bike store, large communal gardens and the flat is fully furnished throughout. EPC rating: C. (Rent £615 pppcm / £142 ppw) nb As well as paying the rent, you may also be required to make permitted payments relating to utilities/costs. Full details of Tenant Fees can be downloaded from . Nb these marketing images are generic and are only to be taken as examples of the interiors of the flats as a whole and do not relate to this specific flatTenancy date 1.7.2020 - 30.6.2021 (ref:92B)",https://www.zoopla.co.uk/to-rent/details/53219727?utm_source=v1:5rrMAiKeXRaB5B66ZOF-pGGnegU4wb2L&utm_medium=api,2019-11-02 11:52:20,0,part_furnished,51.459293,53219727,-2.600359,0,3,0,BS2,Flats,1845,0,1,0,615.0
0.0,"Property Reference: 668048.We are pleased to present a grand property with high ceilings. This spacious 3 double bedroom furnished student flat on the first floor of a quiet building is located on a cobbled street. In close proximity to the popular Gloucester Road full of local amenities and bus routes. (Local short cuts to the Bristol City Centre). The flat is situated within a professional house and would be ideal for quiet mature students.The property consists of a very spacious open plan kitchen/lounge with large windows overlooking the Bristol City Centre, allowing a lot of natural sunlight.White goods include an electric hob and oven, free standing fridge freezer and washing machine. Separate bathroom with shower over bath.Gas central heating throughout, Strictly no bike storage, no pets, no smoking, quarterly rental payments.Deposit: £600.00 per personfixed term contract from 5th July 2020 to 28th June 2021rent: £7200 per person per annumpayable: Quarterly in advance on 1 Jul 20,1 Oct 20,1 Jan 21 and 1 Apr 21 by equal installments of £1800.00Summary & Exclusions:- Rent Amount: £1,800.00 per month (£415.38 per week)- Deposit / Bond: £1,800.00- 3 Bedrooms- 1 Bathrooms- Property comes furnished- Available to move in from 05 July, 2020- Minimum tenancy term is 12 months- Maximum number of tenants is 3- Students only.- No Pets, sorry- No Smokers- Not Suitable for Families / Children- Bills not included- No Parking Available- No Garden Access- EPC Rating: D If calling, please quote reference: 668048 Fees:You will not be charged any admin fees.** Contact today to book a viewing and have the landlord show you round! **Request Details form responded to 24/7, with phone bookings available 9am-9pm, 7 days a week.OpenRent endeavours to make all property particulars as accurate and reliable as possible, however if you require any further clarification or information please contact us. When applying for a tenancy using the Rent Now process, you will be required to pay one month's rent and any deposit before moving in. This will be paid to OpenRent and released to the landlord once you have moved in. With OpenRent there are no administration fees to pay. Property Reference six hundred and sixty-eight thousand and forty-eight",https://www.zoopla.co.uk/to-rent/details/53353027?utm_source=v1:5rrMAiKeXRaB5B66ZOF-pGGnegU4wb2L&utm_medium=api,2019-11-15 17:15:05,1,furnished,51.463043,53353027,-2.593211,1,3,0,BS2,Flats,1800,0,1,0,600.0
1.0,"To book a viewing please visit our website  or if you have an iPhone device download the 'Bunk' app and arrange a viewing through there.water, gas, electric and free wifi service included.ensuite shower ROOMSFully furnished modern three bedroom student apartment located in the heart of Stokes Croft. The property consists of an open plan lounge/kitchen with white goods, three double bedrooms, all with ensuite shower rooms.Available from 1 July 2020 to 30 June 2021Deposit will be £1800Rent paid quarterly by standing order.**These are generic marketing images and are only examples and do not relate to this specific flat.To book a viewing please visit our website  or if you have an iPhone device download the 'Bunk' app and arrange a viewing through there.",https://www.zoopla.co.uk/to-rent/details/53341094?utm_source=v1:5rrMAiKeXRaB5B66ZOF-pGGnegU4wb2L&utm_medium=api,2019-11-14 17:39:57,0,furnished,51.46031,53341094,-2.58921,3,3,1,BS2,Flats,1800,0,1,1,600.0
1.0,"To book a viewing please visit our website  or if you have an iPhone device download the 'Bunk' app and arrange a viewing through there.water, gas, electric and free wifi service included.ensuites shower ROOMSFully furnished modern three bedroom student apartment located in the heart of Stokes Croft. The property consists of open plan lounge/kitchen with white goods, three double bedrooms all with ensuite shower rooms.Available from 1 July 2020 to 30 June 2021Deposit will be 1800GBPRent paid quarterly by standing order.**These are generic marketing images and do not relate to this specific flat.To book a viewing please visit our website  or if you have an iPhone device download the 'Bunk' app and arrange a viewing through there.",https://www.zoopla.co.uk/to-rent/details/53341101?utm_source=v1:5rrMAiKeXRaB5B66ZOF-pGGnegU4wb2L&utm_medium=api,2019-11-14 17:39:57,0,furnished,51.46031,53341101,-2.58921,3,3,1,BS2,Flats,1800,0,1,1,600.0
1.0,"To book a viewing please visit the Bunk website  or if you have an iPhone device download the 'Bunk' app and arrange a viewing through there.water, gas, electric and free wifi service included.Fully furnished modern three bedroom student apartment located in the heart of Stokes Croft. The property consists of open plan lounge/kitchen with white goods, three double bedrooms and shower room.Available from 1 July 2020 to 30 June 2021Deposit will be 1740 GBPRent paid quarterly by standing order.**These are generic marketing images and are only examples and do not relate to this specific flat.To book a viewing please visit the Bunk website  or if you have an iPhone device download the 'Bunk' app and arrange a viewing through there.",https://www.zoopla.co.uk/to-rent/details/53341090?utm_source=v1:5rrMAiKeXRaB5B66ZOF-pGGnegU4wb2L&utm_medium=api,2019-11-14 17:39:57,0,furnished,51.46031,53341090,-2.58921,1,3,1,BS2,Flats,1740,0,1,0,580.0
1.0,"To book a viewing please visit our website  or if you have an iPhone device download the 'Bunk' app and arrange a viewing through there.water, gas, electric and free wifi service included.Fully furnished modern three bedroom student apartment located in the heart of Stokes Croft. The property consists of open plan lounge/kitchen with white goods, three double bedrooms and shower room.Available from 1 July 2020 to 30 June 2021Deposit will be 1740 GBPRent paid quarterly by standing order.**These are generic marketing images and are only examples and do not relate to this specific flatTo book a viewing please visit our website  or if you have an iPhone device download the 'Bunk' app and arrange a viewing through there.",https://www.zoopla.co.uk/to-rent/details/53341080?utm_source=v1:5rrMAiKeXRaB5B66ZOF-pGGnegU4wb2L&utm_medium=api,2019-11-14 17:39:20,0,furnished,51.460255,53341080,-2.5886400000000003,1,3,1,BS2,Flats,1740,0,1,0,580.0
1.0,"To book a viewing please visit our website  or if you have an iPhone device download the 'Bunk' app and arrange a viewing through there.water, gas, electric and free wifi service included.Fully furnished modern three bedroom student apartment located in the heart of Stokes Croft. The property consists of open plan lounge/kitchen with white goods, three double bedrooms and shower room.Available from 1st July 2020 to 30th June 2021Deposit will be 1740 GBPRent paid quarterly by standing order.**These are generic marketing images and are only examples and do not relate to this specific flat.To book a viewing please visit our website  or if you have an iPhone device download the 'Bunk' app and arrange a viewing through there.",https://www.zoopla.co.uk/to-rent/details/53341078?utm_source=v1:5rrMAiKeXRaB5B66ZOF-pGGnegU4wb2L&utm_medium=api,2019-11-14 17:39:20,0,furnished,51.460255,53341078,-2.5886400000000003,1,3,1,BS2,Flats,1740,0,1,0,580.0
0.0,"Located in St Pauls, this stunning maisonette within a Victorian conversion offers a three-bedroom modern home. Upon entering the property, you are greeted by an expansive hallway which leads onto the modern kitchen which is finished to a high standard with glossy units and granite effect worktops. Further along is the separate living/dining room which benefits from views of the garden. Carrying on there is a shower room and the first of three large double bedrooms. To the basement floor are two further double bedrooms. This property benefits from a private garden and off-street parking.This property occupies a prime location within the highly desirable area of St Pauls. Situated to the North-East of the city, this area is ideal for many types of residents. The area is particularly ideal for students as this property is located within walking distance of University of Bristol and just a short journey from University of the West of England also. This area boasts an array of local amenities with many supermarkets within close reach as well as eateries, bars and shops. There is also excellent transport links with bus routes in the area running directly to the City Centre.If you are not able to attend a viewing, Grant Property offer live interactive viewings through Skype, Facetime, Whatsapp Video etc to offer flexibility for you to view and secure a property with us.Managed by ARLA registered agent Grant Property which has a 24-hour emergency service.EPC rating: C. Landlord Registration Number: Exempt from lr in England. Letting Agent Registration Number: 1903114.",https://www.zoopla.co.uk/to-rent/details/53713977?utm_source=v1:5rrMAiKeXRaB5B66ZOF-pGGnegU4wb2L&utm_medium=api,2019-12-13 12:27:50,0,furnished,51.466716999999996,53713977,-2.580115,0,3,0,BS2,Flats,1620,0,1,0,540.0
0.0,"A well maintained student property.The property has 6 bedrooms, 2 shower rooms and a communal kitchen /diner with appliances and a small rear garden.Available from July 2020. Do not miss out on this amazing property!For more information or to arrange a viewing please call the Chappell and Matthews office.",https://www.zoopla.co.uk/to-rent/details/53593763?utm_source=v1:5rrMAiKeXRaB5B66ZOF-pGGnegU4wb2L&utm_medium=api,2019-12-04 12:02:35,0,furnished_or_unfurnished,51.443847999999996,53593763,-2.610315,2,6,1,BS3,Missing,3000,0,1,0,500.0
0.0,"This impressive Victorian terraced property is recently renovated, offering an up-to-date home in the Totterdown area of Bristol. To the lower ground floor of the property is the first of the five bedrooms, the bright living room and the newly renovated kitchen which features glossy cupboards and granite effect worktops. Also, on the ground floor of the property, there are two further double-bedrooms, the WC and bathroom with three-piece suite, both including chrome finishes. To the first floor are the remaining two spacious double-bedrooms and the study room which offers tenants extra living space and boasting views across Bristol. This property also benefits from a private decked garden to the rear of the property and free on-street parking for residents.Located to the South of the city, Totterdown is a popular area of Bristol suitable for many types of residents including students as the University of Bristol is only a short distance away. Totterdown offers many amenities including many local and national shops, restaurants and coffee houses, as well as Victoria Park being right on its doorstep, offering a large green space.Managed by ARLA registered agent Grant Property which has a 24-hour emergency repairs service.If you are not able to attend a viewing, Grant Property offer live live interactive viewings through Whatsapp Video, Skype, Facetime etc to offer flexibility for you to view and secure a property with us EPC rating: C. Landlord Registration Number: Exempt from lr in England. Letting Agent Registration Number: 1903114.",https://www.zoopla.co.uk/to-rent/details/53426818?utm_source=v1:5rrMAiKeXRaB5B66ZOF-pGGnegU4wb2L&utm_medium=api,2019-11-22 18:02:28,0,furnished,51.442593,53426818,-2.581953,1,5,0,BS3,Terrace,2875,0,1,0,575.0
0.0,"A large, well presented, 6 bedroom student house which is excellently situated for Bower Ashton campus and within easy reach of Bristol University main campus. The property has a large kitchen living room with patio doors leading out to a south facing terrace at the rear. There is a separate lounge at the front of the property, Gas central heating, washing machine, double oven and a large American style fridge freezer. Shower room with WC and wash hand basin on the ground floor and a second bathroom on the top floor. There are two large double rooms, three smaller doubles and a single (witihin your group you may charge differing prices). 2nd year + mixed groups preferred.  Rent: £420 pppcm / £96pppw. Nb. As well as paying the rent, you may also be required to make permitted payments relating to utilities/costs. Full details of Tenant Fees can be downloaded from . Tenancy 2/7/20 to 01/7/21 (Ref: 4ASHRD)",https://www.zoopla.co.uk/to-rent/details/53472811?utm_source=v1:5rrMAiKeXRaB5B66ZOF-pGGnegU4wb2L&utm_medium=api,2019-11-26 17:15:04,0,furnished,51.442833,53472811,-2.617165,0,6,0,BS3,Missing,2520,0,1,0,420.0
0.0,"***groups of 5 only***Gough Quarters offer to the market this five bedroom student property in southville. Situated in a great location close to the buzzing North Street with its many coffee shops, bars and restaurants. Greville Smyth park is opposite and there are easy links to the city centre.Perfect for students at the University of the West of England as the Bower Ashton campus is located a short distance away. The property is also suitable for Bristol University students who wish to be close to the city centre but avoid the higher prices of Clifton.The property comprises of 5 large double bedrooms- No small rooms. Good sized lounge with leather sofas, modern kitchen, separate dining area, bath and shower room. Also available is a courtyard garden for the summer months.Fully furnished with white goods.One of the best student properties in Southvillestudents only. Available July 2020groups only.",https://www.zoopla.co.uk/to-rent/details/45370060?utm_source=v1:5rrMAiKeXRaB5B66ZOF-pGGnegU4wb2L&utm_medium=api,2019-10-16 15:31:58,0,furnished,51.4414,45370060,-2.6199369999999997,2,5,1,BS3,Terrace,2050,0,1,1,410.0
0.0,"Gough Quarters are proud to present this five bedroom student property in southville. Available July 2020. Situated in a desirable location close to the very popular North Street with its many cafes and bars, Greville Smyth park and easy links to the city centre.Perfect for students at the University of the West of England as the Bower Ashton campus is located a short distance away. The property is also suitable for Bristol University students who wish to be close to the city centre but avoid the higher prices of Clifton.The property comprises of 5 large double bedrooms- there are no small rooms in this house.A bike storage area, good sized lounge, modern kitchen, separate dining area, bath and shower room. Also available is a courtyard garden for the summer months.Fully furnished with white goods.",https://www.zoopla.co.uk/to-rent/details/45370061?utm_source=v1:5rrMAiKeXRaB5B66ZOF-pGGnegU4wb2L&utm_medium=api,2019-10-30 10:11:44,0,furnished,51.440895000000005,45370061,-2.621412,1,5,1,BS3,Terrace,2050,0,1,1,410.0
0.0,"A 4 bed student flat refurbished throughout during Summer 2019. Spacious accommodation with gas central heating, kitchen, lounge, bathroom, courtyard garden, modern shower room.EPC rating, D. Rent £465pppm/£107pppw. N.B. As well as paying the rent, you may also be required to make permitted payments. Full details of Tenant Fees can be downloaded from . Ideally located for uwe, Bower Ashton complex and close to City Centre and bus routes.  Available from 4.8.2020 - 3.8.2021 (prop ref: 149East)",https://www.zoopla.co.uk/to-rent/details/53219945?utm_source=v1:5rrMAiKeXRaB5B66ZOF-pGGnegU4wb2L&utm_medium=api,2019-11-02 12:30:07,0,part_furnished,51.440792,53219945,-2.599959,0,4,0,BS3,Flats,1860,0,1,0,465.0
0.0,"Well presented four bedroom student house with garden. Large bedrooms, kitchen with white goods and separate living room, wooden floors throughout and period features. Bathroom with bath, shower, w.c. And basin. EPC rating D. (£420pppcm, £97pppw) monthly payments. Nb As well as paying the rent, you may also be required to make permitted payments relating to utilities/costs. Full details of Tenant Fees can be downloaded from  . Available 01/07/2020 - 30/06/2021 (Ref 270 Coro)",https://www.zoopla.co.uk/to-rent/details/53397906?utm_source=v1:5rrMAiKeXRaB5B66ZOF-pGGnegU4wb2L&utm_medium=api,2019-11-20 16:29:29,0,furnished,51.443832,53397906,-2.6166169999999997,0,4,0,BS3,Missing,1680,0,1,0,420.0
0.0,"Well presented four double bedroom student house, living room with period features and a dining room leading to nice kitchen with cooker, fridge and washing machine, bathroom with bath and overhead shower, easy parking, back garden. Located in the heart of Bedminster, the property is very close to popular North Street and within walking distance of central Bristol.EPC rating D. (Rent £410pppcm/ £95pppw) monthly rent payments . Nb As well as paying the rent, you may also be required to make permitted payments relating to utilities/costs. Full details of Tenant Fees can be downloaded from  Available 01/07/2020 - 30/06/2021 (Ref 251 Sturd)",https://www.zoopla.co.uk/to-rent/details/53397938?utm_source=v1:5rrMAiKeXRaB5B66ZOF-pGGnegU4wb2L&utm_medium=api,2019-11-20 16:32:39,0,furnished,51.438282,53397938,-2.614198,0,4,0,BS3,Missing,1640,0,1,0,410.0
0.0,"Gough Quarters are delighted to welcome to the market this four bed Victorian mid terrace student property.The property is within walking distance of uwe Bower Ashton Campus, North Street bars, cafes, shops and local amenities. Would suit students at uwe or at the University of Bristol.The property consists of four bedrooms- light and airy lounge, dining room, modern kitchen, courtyard garden and bath/shower room.Available in July 2020 for a group of 4 students.Call today to viewstudents onlyGroups only.",https://www.zoopla.co.uk/to-rent/details/45369948?utm_source=v1:5rrMAiKeXRaB5B66ZOF-pGGnegU4wb2L&utm_medium=api,2019-10-18 10:01:25,0,furnished,51.44296,45369948,-2.610534,1,4,1,BS3,Missing,1600,0,1,1,400.0
0.0,"****groups of 4 only *****Gough Quarters are delighted to welcome to the market this four bed Victorian mid terrace student property.The property is within walking distance uwe Bower Ashton Campus, North Street bars, cafes, shops and local amenities. Would suit students at uwe or at the University of Bristol.The property consists of four double bedrooms- all with double beds, light and airy lounge, new kitchen, conservatory, bath/shower room. The property benefits from a new boiler with gas central heating.Available in July 2020 for a group of 4 students. One of the best four beds available in the area.Call today to viewstudents onlyGroups only.",https://www.zoopla.co.uk/to-rent/details/45369886?utm_source=v1:5rrMAiKeXRaB5B66ZOF-pGGnegU4wb2L&utm_medium=api,2019-10-16 15:31:59,0,furnished,51.441425,45369886,-2.609334,1,4,1,BS3,Missing,1600,0,1,1,400.0
0.0,"  Intire Lettings and Property Management of Bristol are pleased to offer this three bedroom terraced house, located on Fraser Street in the popular and sought after Bedminster area of Bristol.Accommodation comprises vestibule, entrance hallway with under-stairs storage, lounge with bay fronted window and door leading to dining room with new electric fire, kitchen with door to conservatory which leads to rear garden and garage and fitted bathroom with shower over bath.To the first floor you will find two double bedrooms (one with walk in wardrobe), one single bedroom and WC.Further benefits include gas central heating, double glazing, neutral decoration, rear garden, garage, period features and plenty of storage space.Situated in the popular Windmill Hill area of Bristol and within easy access to Bristol City Centre and opposite Bedminster train station (also a short distance from Temple Meads & Parson Street train stations), local schools, Bedminster High street, North Street with a variety of shops, bars and restaurants and walking distance to Victoria Park this property is sure to prove popular with families and professionals.*Available from 10th February 2020.Property offered unfurnished.The landlord does not accept smokers or students. Credit check, references and proof of income/ independent means required for all applicants. Pet owners considered subject to additional terms and conditions.This property is professionally managed by Intire, an ARLA registered agent.* Please note the property is restricted to a maximum of two sharers due to licensing restrictions.",https://www.zoopla.co.uk/to-rent/details/45940876?utm_source=v1:5rrMAiKeXRaB5B66ZOF-pGGnegU4wb2L&utm_medium=api,2019-12-20 11:35:04,1,unfurnished,51.439809999999994,45940876,-2.594436,1,3,2,BS3,Terrace,1495,0,1,0,498.0
0.0,"This fully renovated Victorian terraced property boasts a new Kitchen, a new family Bathroom, a new Shower room and also comprises four double bedrooms. On the ground floor, this property features an entrance hallway, spacious bay windowed double bedroom, a light and bright living room which enjoys views to the garden, large kitchen which has been finished to a modern standard and the bathroom which benefits from a three piece suite and chrome finishes. On the first floor are the three remaining spacious double bedroom and a shower room.Brislington is located close to Temple Meads and it the perfect location for commuters and students. There are major retailers alongside independent shops and other leisure venues including a gym and a movie theatre.Managed by ARLA registered agent Grant Property which has a 24-hour emergency repairs service.EPC rating: D. Landlord Registration Number: Exempt from lr in England. Letting Agent Registration Number: 1903114.",https://www.zoopla.co.uk/to-rent/details/53426804?utm_source=v1:5rrMAiKeXRaB5B66ZOF-pGGnegU4wb2L&utm_medium=api,2019-11-22 18:02:28,0,furnished,51.443005,53426804,-2.555973,1,4,0,BS4,Terrace,2130,0,1,0,532.0
0.0,"This impressive property has been recently renovated, offering a modern and stylish home. Upon entering the property you step into a foyer which leads onto the spacious living room which benefits from an abundance of light through the large bay window. To the rear of the property there is a newly integrated kitchen which comes complete with high gloss cupboards and granite effect worktops. The property includes a downstairs bedroom which also benefits from a large quantity of natural light through the large windows and enjoys views to the private garden. On the first floor of the property are three further double bedrooms which benefit from a wealth of space together and bathroom with chrome fixtures, an electric power shower and a towel radiator. This property further benefits from free on-street parking and a private garden.Brislington is south of Bristol with fantastic commuter links connecting students and professionals to the city centre and the universities. Savoy Road is perfectly placed for the brand new University of Bristol campus opening in 2020 at Temple Meads which is just 1.5 miles away. There are major retailers such as M&S, Sainsbury’s, and Boots alongside independent shops and other leisure venues including a popular gym and a movie theatre located within very close proximity to the property.Managed by ARLA registered agent Grant Property which has a 24-hour emergency repairs service.**If you are not able to attend a viewing, Grant Property offer live interactive viewings through Skype, Facetime, Whatsapp Video etc to offer flexibility for you to view and secure a property with us.EPC rating: C. Landlord Registration Number: Exempt from lr in England. Letting Agent Registration Number: 1903114.",https://www.zoopla.co.uk/to-rent/details/53713984?utm_source=v1:5rrMAiKeXRaB5B66ZOF-pGGnegU4wb2L&utm_medium=api,2019-12-13 12:27:50,0,furnished,51.445570000000004,53713984,-2.55373,1,4,0,BS4,Terrace,1940,0,1,0,485.0
